run_id,event_index,backend_id,proof_type,proof_size_bytes,verification_time_ms,status,error_code
W4-A2-merkle-R01,8,A2-merkle,inclusion,233,0.008420,ok,
W4-A2-merkle-R01,9,A2-merkle,inclusion,303,0.012565,ok,
W4-A2-merkle-R01,10,A2-merkle,inclusion,304,0.011429,ok,
W4-A2-merkle-R01,11,A2-merkle,inclusion,373,0.014289,ok,
W4-A2-merkle-R01,12,A2-merkle,inclusion,304,0.011361,ok,
W4-A2-merkle-R01,13,A2-merkle,inclusion,373,0.014789,ok,
W4-A2-merkle-R01,14,A2-merkle,inclusion,373,0.014076,ok,
W4-A2-merkle-R01,15,A2-merkle,inclusion,442,0.016402,ok,
W4-A2-merkle-R01,16,A2-merkle,inclusion,235,0.008477,ok,
W4-A2-merkle-R01,17,A2-merkle,inclusion,304,0.011706,ok,
W4-A2-merkle-R01,18,A2-merkle,inclusion,304,0.011454,ok,
W4-A2-merkle-R01,19,A2-merkle,inclusion,373,0.015102,ok,
W4-A2-merkle-R01,20,A2-merkle,inclusion,304,0.011078,ok,
W4-A2-merkle-R01,21,A2-merkle,inclusion,373,0.013556,ok,
W4-A2-merkle-R01,22,A2-merkle,inclusion,373,0.012819,ok,
W4-A2-merkle-R01,23,A2-merkle,inclusion,442,0.017696,ok,
W4-A2-merkle-R01,24,A2-merkle,inclusion,304,0.013145,ok,
W4-A2-merkle-R01,25,A2-merkle,inclusion,373,0.014464,ok,
W4-A2-merkle-R01,26,A2-merkle,inclusion,373,0.014939,ok,
W4-A2-merkle-R01,27,A2-merkle,inclusion,442,0.016671,ok,
W4-A2-merkle-R01,28,A2-merkle,inclusion,373,0.013673,ok,
W4-A2-merkle-R01,29,A2-merkle,inclusion,442,0.016611,ok,
W4-A2-merkle-R01,30,A2-merkle,inclusion,442,0.016270,ok,
W4-A2-merkle-R01,31,A2-merkle,inclusion,511,0.018695,ok,
W4-A2-merkle-R01,32,A2-merkle,inclusion,235,0.009282,ok,
W4-A2-merkle-R01,33,A2-merkle,inclusion,304,0.011442,ok,
W4-A2-merkle-R01,34,A2-merkle,inclusion,304,0.011229,ok,
W4-A2-merkle-R01,35,A2-merkle,inclusion,373,0.014597,ok,
W4-A2-merkle-R01,36,A2-merkle,inclusion,304,0.012011,ok,
W4-A2-merkle-R01,37,A2-merkle,inclusion,373,0.015674,ok,
W4-A2-merkle-R01,38,A2-merkle,inclusion,373,0.014473,ok,
W4-A2-merkle-R01,39,A2-merkle,inclusion,442,0.018976,ok,
W4-A2-merkle-R01,40,A2-merkle,inclusion,304,0.012920,ok,
W4-A2-merkle-R01,41,A2-merkle,inclusion,373,0.014242,ok,
W4-A2-merkle-R01,42,A2-merkle,inclusion,373,0.015126,ok,
W4-A2-merkle-R01,43,A2-merkle,inclusion,442,0.017783,ok,
W4-A2-merkle-R01,44,A2-merkle,inclusion,373,0.015775,ok,
W4-A2-merkle-R01,45,A2-merkle,inclusion,442,0.018210,ok,
W4-A2-merkle-R01,46,A2-merkle,inclusion,442,0.018071,ok,
W4-A2-merkle-R01,47,A2-merkle,inclusion,511,0.020412,ok,
W4-A2-merkle-R01,48,A2-merkle,inclusion,304,0.013319,ok,
W4-A2-merkle-R01,49,A2-merkle,inclusion,373,0.014775,ok,
W4-A2-merkle-R01,50,A2-merkle,inclusion,373,0.015025,ok,
W5-A1-memory-R01,0,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,1,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,2,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,3,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,4,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,5,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,6,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,7,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,8,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,9,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,10,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,11,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,12,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,13,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,14,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,15,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,16,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,17,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,18,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,19,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,20,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,21,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,22,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,23,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,24,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,25,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,26,A1-memory,none,0,0.000000,ok,
W5-A1-memory-R01,27,A1-memory,none,0,0.000000,ok,
W5-A2-merkle-R01,0,A2-merkle,inclusion,165,0.007685,ok,
W5-A2-merkle-R01,1,A2-merkle,inclusion,233,0.009696,ok,
W5-A2-merkle-R01,2,A2-merkle,inclusion,233,0.009862,ok,
W5-A2-merkle-R01,3,A2-merkle,inclusion,302,0.012336,ok,
W5-A2-merkle-R01,4,A2-merkle,inclusion,233,0.009707,ok,
W5-A2-merkle-R01,5,A2-merkle,inclusion,302,0.011472,ok,
W5-A2-merkle-R01,6,A2-merkle,inclusion,302,0.011709,ok,
W5-A2-merkle-R01,7,A2-merkle,inclusion,371,0.013781,ok,
W5-A2-merkle-R01,8,A2-merkle,inclusion,233,0.010832,ok,
W5-A2-merkle-R01,9,A2-merkle,inclusion,303,0.017073,ok,
W5-A2-merkle-R01,10,A2-merkle,inclusion,304,0.012591,ok,
W5-A2-merkle-R01,11,A2-merkle,inclusion,373,0.014737,ok,
W5-A2-merkle-R01,12,A2-merkle,inclusion,304,0.011486,ok,
W5-A2-merkle-R01,13,A2-merkle,inclusion,373,0.014179,ok,
W5-A2-merkle-R01,14,A2-merkle,inclusion,373,0.013862,ok,
W5-A2-merkle-R01,15,A2-merkle,inclusion,442,0.017063,ok,
W5-A2-merkle-R01,16,A2-merkle,inclusion,235,0.009146,ok,
W5-A2-merkle-R01,17,A2-merkle,inclusion,304,0.011710,ok,
W5-A2-merkle-R01,18,A2-merkle,inclusion,304,0.010841,ok,
W5-A2-merkle-R01,19,A2-merkle,inclusion,373,0.014514,ok,
W5-A2-merkle-R01,20,A2-merkle,inclusion,304,0.010819,ok,
W5-A2-merkle-R01,21,A2-merkle,inclusion,373,0.013828,ok,
W5-A2-merkle-R01,22,A2-merkle,inclusion,373,0.015367,ok,
W5-A2-merkle-R01,23,A2-merkle,inclusion,442,0.016639,ok,
W5-A2-merkle-R01,24,A2-merkle,inclusion,304,0.011549,ok,
W5-A2-merkle-R01,25,A2-merkle,inclusion,373,0.016715,ok,
W5-A2-merkle-R01,26,A2-merkle,inclusion,373,0.015407,ok,
W5-A2-merkle-R01,27,A2-merkle,inclusion,442,0.016349,ok,
