run_id,event_index,backend_id,proof_type,proof_size_bytes,verification_time_ms,status,error_code
W1-A2-merkle-R01,6,A2-merkle,inclusion,302,0.010036,ok,
W1-A2-merkle-R01,7,A2-merkle,inclusion,371,0.022184,ok,
W1-A2-merkle-R01,8,A2-merkle,inclusion,233,0.009624,ok,
W1-A2-merkle-R01,9,A2-merkle,inclusion,303,0.010295,ok,
W1-A2-merkle-R01,10,A2-merkle,inclusion,304,0.010927,ok,
W1-A2-merkle-R01,11,A2-merkle,inclusion,373,0.013401,ok,
W1-A2-merkle-R01,12,A2-merkle,inclusion,304,0.011458,ok,
W1-A2-merkle-R01,13,A2-merkle,inclusion,373,0.014332,ok,
W1-A2-merkle-R01,14,A2-merkle,inclusion,373,0.015814,ok,
W1-A2-merkle-R02,0,A2-merkle,inclusion,165,0.006179,ok,
W1-A2-merkle-R02,1,A2-merkle,inclusion,233,0.008242,ok,
W1-A2-merkle-R02,2,A2-merkle,inclusion,233,0.007431,ok,
W1-A2-merkle-R02,3,A2-merkle,inclusion,302,0.009955,ok,
W1-A2-merkle-R02,4,A2-merkle,inclusion,233,0.010556,ok,
W1-A2-merkle-R02,5,A2-merkle,inclusion,302,0.011317,ok,
W1-A2-merkle-R02,6,A2-merkle,inclusion,302,0.010275,ok,
W1-A2-merkle-R02,7,A2-merkle,inclusion,371,0.012750,ok,
