run_id,software_status,phase,workload_id,paired_block_id,baseline,baseline_order,order_position,seed,warmup_count,operation_count,process_pid,start_utc,end_utc,process_wall_ms,run_duration_ms,m7_sum_ms,m7_p50_ms,m7_p95_ms,m7_p99_ms,m0_p50_ms,m1_p50_ms,m2_p50_ms,m3_p50_ms,m4_p50_ms,m5_p50_ms,m6_p50_ms,source_fhir_bytes_median,audit_projection_bytes_median,trust_evidence_envelope_bytes_median,complete_portable_envelope_bytes_median,signature_material_bytes_median,receipt_bytes_median,inclusion_proof_bytes_median,total_application_bytes_median,storage_proxy_final_bytes,valid_cases,validation_failures,verification_failures,expected_invalid_cases,expected_invalid_rejections,false_accepts,false_rejects,retry_count,source_sha256,source_digest_preserved,payload_exclusion_findings,passed
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R007,B1,B0>B2>B1,3,2026172312,8,128,2389,2026-07-23T14:08:03.879Z,2026-07-23T14:08:04.256Z,677.688175000,377.325789000,352.469300000,2.752350000,2.835087000,3.019770000,0.797311000,1.951897000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R008,B0,B0>B1>B2,1,2026172313,8,128,2390,2026-07-23T14:08:04.561Z,2026-07-23T14:08:04.669Z,411.200878000,107.111839000,105.854056000,0.825845000,0.868424000,0.926590000,0.824985000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R008,B1,B0>B1>B2,2,2026172313,8,128,2392,2026-07-23T14:08:04.972Z,2026-07-23T14:08:05.355Z,685.917380000,383.150427000,357.883201000,2.783232000,2.908906000,3.117952000,0.808902000,1.975582000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R008,B2,B0>B1>B2,3,2026172313,8,128,2394,2026-07-23T14:08:05.659Z,2026-07-23T14:08:06.946Z,1592.233653000,1287.548375000,1255.000323000,9.802818000,10.137819000,10.220640000,0.869624000,2.004266000,1.071078000,0.488598000,1.495729000,1.160586000,2.702531000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R009,B1,B1>B0>B2,1,2026172314,8,128,2395,2026-07-23T14:08:07.253Z,2026-07-23T14:08:07.637Z,686.386216000,383.810259000,358.524045000,2.806543000,2.901786000,2.928495000,0.813560000,1.988148000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R009,B0,B1>B0>B2,2,2026172314,8,128,2396,2026-07-23T14:08:07.937Z,2026-07-23T14:08:08.040Z,401.669771000,102.813624000,101.474939000,0.787982000,0.828943000,0.881648000,0.787164000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R009,B2,B1>B0>B2,3,2026172314,8,128,2397,2026-07-23T14:08:08.339Z,2026-07-23T14:08:09.627Z,1589.049103000,1287.237316000,1254.510155000,9.795383000,10.100085000,10.972520000,0.871745000,2.003726000,1.086944000,0.487219000,1.487870000,1.154726000,2.685004000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R010,B1,B1>B0>B2,1,2026172315,8,128,2398,2026-07-23T14:08:09.931Z,2026-07-23T14:08:10.312Z,680.793385000,380.742056000,355.266980000,2.768113000,2.883645000,3.088782000,0.801364000,1.966581000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R010,B0,B1>B0>B2,2,2026172315,8,128,2399,2026-07-23T14:08:10.609Z,2026-07-23T14:08:10.711Z,398.087538000,101.869913000,100.638274000,0.782629000,0.825740000,0.879228000,0.781723000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,0,0,0,0,0,0,5131,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R010,B2,B1>B0>B2,3,2026172315,8,128,2400,2026-07-23T14:08:11.009Z,2026-07-23T14:08:12.299Z,1589.982235000,1289.922415000,1257.594043000,9.825418000,10.130433000,10.789761000,0.871514000,2.003934000,1.071638000,0.493799000,1.494415000,1.169648000,2.711112000,5131,11858,3148,4347,330,1180,310,21336,215339,128,0,0,1,1,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
route-c-hie-overhead-001,working-branch-pre-v2.2.0,retained,W1-HIE-DISCLOSURE,R011,B1,B1>B0>B2,1,2026172316,8,128,2401,2026-07-23T14:08:12.604Z,2026-07-23T14:08:12.982Z,678.398690000,377.413665000,352.394431000,2.755408000,2.851961000,2.887854000,0.798759000,1.953004000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5131,11858,0,0,0,0,0,16989,0,128,0,0,0,0,0,0,0,492f77797a39b0a45173455acedda4e67061884b9d5010f7c4ade5c2072c8e44,true,0,true
